,A,B
115,0.848383859846748,0.647220317808553
116,0.8738451966177617,0.6768428376271514
117,0.8263669811886634,0.6610519473264571
118,0.9429305750557386,0.6627359568536039
119,0.843889187675184,0.6027321988106302
120,0.8667610808766492,0.6977822468018546
121,0.7677969599708827,0.6263763832391284
122,0.8392714991424438,0.6461924422708737
123,0.8560088409113784,0.5929318321475184
124,0.8427698404548962,0.6272051840679291
125,0.865259467938988,0.6331601586503547
126,0.8619146429119701,0.6260340966223319
127,0.7941275445832643,0.6040891570303335
128,0.806696563370201,0.660978817841563
129,0.8640852208550349,0.6701992270619722
130,0.8718454182505446,0.6018201116240331
131,0.8652238846940197,0.6300917673466693
132,0.8152589087737099,0.6788640553346436
133,0.8117270175445731,0.700711488946783
134,0.8162837062287962,0.6600535267201934
135,0.8477392947807513,0.6902905373493609
136,0.858183485511011,0.6605420723067782
137,0.7630288051451339,0.63076516802007
138,0.8492439577108384,0.6452173824722844
139,0.819238132225305,0.6303924107845676
140,0.8403135798879433,0.7207895952993992
141,0.8350218430290898,0.6612103945437279
142,0.8581804355185851,0.6294772765361001
143,0.8131828805958465,0.6154262585635135
144,0.8497797397136464,0.6694120694120694
145,0.8642143372010627,0.6040586864116276
146,0.9165369572665562,0.6623428858722976
147,0.8405169127163334,0.6267806267806267
148,0.8785157516858834,0.6083580907110319
149,0.8445978025821236,0.6667428432134315
150,0.8297728060641982,0.652713154673939
151,0.8899064567322991,0.5981849668124178
152,0.8500227224435726,0.5623515192142643
153,0.9598275330949595,0.7155923234354606
154,0.8480412440309106,0.6491176216666412
155,0.8733114479432376,0.6379735007185987
156,0.8335863132606554,0.6270843172803957
157,0.8263242812947015,0.6452417589672491
158,0.8217777592518979,0.6378241946869397
159,0.8832544232515156,0.5961515608574433
160,0.8624921081445981,0.6630020669236355
161,0.8674097125992137,0.6309825251001722
162,0.7825294400518905,0.683313781352997
163,1.0,0.6339848967299948
164,0.7802236457779463,0.6700915642092112
165,0.8087339583106702,0.663262082869926
166,0.8817090937557505,0.7250138387393289
167,0.8365102393329057,0.5913646266587443
168,0.8087492082727995,0.6328534210887152
169,0.9089963593257077,0.5729796710188867
170,0.8501935220194203,0.6487905703591978
171,0.7374993518766095,0.7041922492902885
172,0.8379213691619333,0.7326284463539365
173,0.8490294415768868,0.6481395148061815
174,0.8893655914087814,0.6035477957046584
175,0.824560369008417,0.6504542661405407
176,0.8198633806726047,0.638886603592486
177,0.831201219183639,0.6091909542889935
178,0.8433767889476408,0.6512922081549533
179,0.7937686621411557,0.7092564661192112
180,0.8497024732388582,0.6453524688818807
181,0.8501101555597803,0.6490912137970961
182,0.8279448439369709,0.670337360533439
183,0.8002824292986339,0.6805287668032766
184,0.7780510345065976,0.6420392969412577
185,0.8284846925963467,0.6968884419864813
186,0.8443761697991783,0.6621793602185759
187,0.8517103849192108,0.6440798127072637
188,0.8335558133363968,0.657067406087014
189,0.8165165223173029,0.6738445287464895
190,0.9087360933053683,0.7293355881591176
191,0.8838176551861563,0.6267328894779876
192,0.8615516938132937,0.6329326446973506
193,0.8240540702657255,0.6067329910467165
194,0.9027520081658464,0.6632234867528986
195,0.8705461214771316,0.6605959037331587
196,0.961426745790248,0.6726846138610845
197,0.9260631002766343,0.6157695608676
198,0.8376844864168588,0.5902422922030766
199,0.7936436124516958,0.6229078111431052
200,0.8411004779338132,0.6680398758830132
201,0.8888592926660899,0.6928551477571085
202,0.8143571276797996,0.6424760424760425
203,0.7707259693638427,0.6451147980559745
204,0.8483828431826062,0.6250884917551585
205,0.79141000133183,0.6793343185500048
206,0.8652096513960323,0.6106799518564224
207,0.861524243881461,0.6913052089522678
208,0.8227110569342087,0.5994180111827171
209,0.862060025884269,0.6495817907582614
210,0.8453979172618388,0.6485975897740603
211,0.8317542844768602,0.6534535907084926
212,0.8948352444924762,0.6824758393385845
213,0.8286920920813047,0.6551629924178943
214,0.7787210161761432,0.6642605034761897
215,0.9328340834620261,0.6353865451904668
216,0.7969406542640419,0.6349853487108389
217,0.9048168530381483,0.6059895079502923
218,0.7992850817753803,0.6742497879752781
219,0.9338558309246865,0.6049230362955853
220,0.8878782117691074,0.6720985622946407
221,0.850158955438594,0.6322003341611184
222,0.8958010754273293,0.6051302365027855
223,0.8687415426251691,0.6072946661181955
224,0.8919621516273235,0.6666087724911254
225,0.8634965723168454,0.6542305914854935
226,0.809420206606487,0.6313491882119333
227,0.8197495142887062,0.6520671775573736
228,0.8617967098715038,0.6476956594603653
229,0.8836061890446305,0.6712372594725536
230,0.8630736400337939,0.6557104478673106
231,0.8143398443893864,0.6646627156431077
232,0.892465400377589,0.6448192330545272
233,0.8501365888274711,0.6100756179187552
234,0.8171122875044861,0.6996064211750487
235,0.8264096810826254,0.658670160630945
236,0.8855531008764661,0.6423399403791561
237,0.8628021907078931,0.6470557764675412
238,0.8848434693053846,0.618051810208673
239,0.8536989799808664,0.6134791860282056
240,0.7859891481269489,0.5969509067548283
241,0.8526111493489791,0.6481811579850796
242,0.847312295841132,0.6474955690641965
243,0.81678085499421,0.6420301557556459
244,0.8202151464657196,0.7075094839800722
245,0.8513769190806509,0.6948966792104047
246,0.8216984594488257,0.6255506294721981
247,0.8538118297006229,0.6674487458801184
248,0.8499973058400239,0.6538334577550264
249,0.8460648489389585,0.6507914743208861
250,0.8402210634510258,0.6522296875238052
251,0.8788156676077588,0.6673664752096125
252,0.8733907477463098,0.6058422332932137
253,0.8354569752818447,0.6566042526826841
254,0.7651658331715143,0.695428899350468
255,0.774474410055215,0.6495340534556221
256,0.8277638777197036,0.6481110755620559
257,0.8510007533481292,0.648167954050307
258,0.912084984988954,0.6887213004860063
259,0.8536084968722327,0.66725068685853
260,0.8325482991717237,0.6603541701580917
261,0.8546109277161962,0.6494517827851162
262,0.8013428099986885,0.6061956924702022
263,0.844073203884877,0.6391760744701921
264,0.9772663731218401,0.6784120744905059
265,0.8348642600870875,0.6250935701916094
266,0.879428716085355,0.6105113477662497
267,0.8259948821127094,0.6193254820705801
268,0.864721652607896,0.6495015514623358
269,0.8605085964036523,0.6179441473559121
270,0.8584762847838928,0.721767702159859
271,0.8481734103693642,0.6920608802961744
272,0.9076228460699323,0.573702840369507
273,0.846796847121163,0.6632529416843143
274,0.8287398752959764,0.6531966218240728
275,0.8770324387027773,0.6387830034888858
276,0.7485809910238723,0.5716765442255638
277,0.8505818877216454,0.7004423318148808
278,0.8427281572250762,0.6517827851161184
279,0.8407975120195118,0.6583268583268583
280,0.729486005109754,0.5986917947702262
281,0.8424485745860398,0.6308210308210308
282,0.8395612484228997,0.6499545479937637
283,0.8816674105259306,0.6396717298678083
284,0.8011953936981057,0.6501069010872933
285,0.8183221178334074,0.6702276663060976
286,0.8420256423029883,0.6685162332221156
287,0.8802013808332376,0.6644179350061703
288,0.8452352509991267,0.6387850348634663
289,0.845268800915811,0.6517563772465733
290,0.822106141769748,0.658794074480349
291,0.8024570738982665,0.62896130739268
292,0.8595488654536508,0.7013625444997994
293,0.8501426888123228,0.6485305544129073
294,0.8833743896202658,0.6142886887984927
295,0.8217604759614847,0.6415385631071906
296,0.909856457189798,0.6451980844137707
297,0.8785869181758199,0.649327868935712
298,0.8553337759211231,0.7162697868580221
299,0.6339643089886327,0.2569008333714216
300,0.5606912909499608,0.1665158371040724
301,0.5514528638920547,0.32851897557779913
302,0.5529819267615486,0.2654996419702302
303,0.5787848626842577,0.22581166110577874
304,0.6278063742808372,0.15757169482659678
305,0.5004214072868386,0.17898441427853193
306,0.6098988520845173,0.3498453616100675
307,0.6058535454636954,0.30669794983520476
308,0.5706434162355164,0.2417305280050378
309,0.5664557766348214,0.3054902976471604
310,0.5240507152740571,0.2853146853146853
311,0.603120752250132,0.21591378846280807
312,0.6097860023647608,0.24326421581323543
313,0.614133258235742,0.25869961556236065
314,0.6121304298760991,0.29780763898410956
315,0.5373395322734948,0.2762496762496762
316,0.6222970712956063,0.20747038001939963
317,0.5486773707845293,0.2655047204066812
318,0.4985314286469522,0.16263692734280968
319,0.634844740135562,0.2887852887852888
320,0.5406274241085635,0.23074180721239546
321,0.5741010909822907,0.2578840186683324
322,0.5118751455100553,0.22905678199795848
323,0.5926257283127747,0.3739679347522485
324,0.5799042099045454,0.30729822102371124
325,0.5636508002671793,0.26328341230302016
326,0.5753780211445808,0.25789722260310494
327,0.5537017249740497,0.2657434069198775
328,0.5830995853026965,0.2319484437131496
329,0.5992950450839714,0.24448304056147194
330,0.6322156466644775,0.23944116885293357
331,0.5934543095884646,0.24462523678209952
332,0.5215476881565744,0.28390897410505256
333,0.6000544931980085,0.20914829542280522
334,0.5665777763318555,0.23897395269944288
335,0.5719843962387493,0.2659658424364307
336,0.5827752694414142,0.2607055979604999
337,0.5866487598222464,0.2652213436527162
338,0.6289948546627776,0.25076811351321154
339,0.5732013432166644,0.24651035239270533
340,0.5823421705169433,0.26905048473675924
341,0.5469226084755223,0.17386535033593858
342,0.5739658746514112,0.2554798868524359
343,0.5880690396285516,0.2644981743020959
344,0.5040315816549056,0.31989477479673556
345,0.5603232585305746,0.3093356897278466
346,0.6654402308234267,0.23861033664955233
347,0.5838234501717654,0.25001142648201474
348,0.5556496534700273,0.22762669429336096
349,0.5696755519723793,0.21969112949505107
350,0.688127091151057,0.1995866152728898
351,0.5716570303850412,0.21345176247137032
352,0.5989900458413862,0.3010862775568658
353,0.6103543176201113,0.21510834844168178
354,0.5399025425753526,0.24518691185357852
355,0.5375753983544275,0.2427177760511094
356,0.5652378129927644,0.24509549999746078
357,0.552332278374842,0.2046162987339458
358,0.5791722117223409,0.23154521585894136
359,0.49511340380171387,0.18950185616852283
360,0.5018244038027305,0.27904789473416924
361,0.5357718361666068,0.238314771648105
362,0.5879836398406277,0.26108140225787285
363,0.5890419872123984,0.2183128418422536
364,0.5694508691970082,0.21414852395244552
365,0.639961610762,0.28055720604740214
366,0.575395304434994,0.24903636668342552
367,0.5358938358636409,0.27753045792261477
368,0.5545099729669004,0.19395970768519788
369,0.5694895024344023,0.17509534764436724
370,0.570732882680008,0.252285550324766
371,0.6635949854057862,0.21745661745661746
372,0.5873004415372368,0.23441453245374813
373,0.5736842586840909,0.25191888721300487
374,0.5467904421370687,0.24947412790550044
375,0.5691357033130034,0.2524236837962328
376,0.5744559067678315,0.2693145634322105
377,0.569124520007442,0.24150809248848465
378,0.576818634233725,0.28915093620975973
379,0.6517355981899312,0.30753386047503695
380,0.5442914816761538,0.22564610407747662
381,0.499216660278627,0.2988050439030831
382,0.5884340220555119,0.23128012147619992
383,0.5020724698533665,0.28907882241215577
384,0.5875535909085826,0.21194346684542764
385,0.6114878981383863,0.2368714800087349
386,0.5924874619894694,0.2363880128586011
387,0.6069678093632734,0.24177928099496726
388,0.5568350838595417,0.2659556855635287
389,0.526425642709654,0.23543021974394523
390,0.5672223413978522,0.3201608848667672
391,0.556518901311395,0.20812651400886695
392,0.5764770350820295,0.24437233064684044
393,0.5826746196913611,0.24553122984495535
394,0.5995634444174464,0.3110725149940836
395,0.5781585975728161,0.23862049352245432
396,0.6665046781800492,0.26809573868397396
397,0.48744165618655383,0.29674116732940264
398,0.5800221429450116,0.2542742660389719
399,0.5682298555625254,0.2461782226488109
400,0.5494581688455473,0.3197728923219119
401,0.6585482646051429,0.22339127829323907
402,0.5760724027535331,0.25377353220490473
403,0.5519927125514305,0.14034970113401485
404,0.5631912680750176,0.26510047686518273
405,0.5787116628660373,0.2809878574584457
406,0.5743603403384882,0.251182513927612
407,0.5898563351901009,0.36130231424349074
408,0.535292987355748,0.1744473391532215
409,0.5970695672772413,0.2482410835352012
410,0.5614121058266038,0.25436161514592887
411,0.6215305065325755,0.26233069762481526
412,0.5712157981474346,0.3177862079822864
413,0.5942483242833281,0.2223664498174302
414,0.5789892121767898,0.2622230347720544
415,0.606750243236896,0.28079386118601807
416,0.5445181977798088,0.14569526334232216
417,0.5506690158386107,0.26486280603927664
418,0.5709077489124236,0.25296910787106863
419,0.4943834389477933,0.3034711113142486
420,0.5084642373138106,0.22129185266440168
421,0.5911810485670628,0.25234852293675825
422,0.5495801685425814,0.2582984190827328
423,0.5969963674590208,0.21597879244938067
424,0.6461947786162998,0.262076775802266
425,0.5807297411878094,0.2533997592821122
426,0.5663754601676072,0.24171224563381427
427,0.618651313682571,0.22841080488139312
428,0.4580488791786167,0.2731914418188928
429,0.673584727264594,0.2671074749506122
430,0.6432861025061788,0.20766742335369787
431,0.6794925625934696,0.16983104041927571
432,0.5697823017072841,0.2571720218779042
433,0.5199952420118157,0.20096185586381665
434,0.5592821944492171,0.2636409342291695
435,0.524052748602341,0.2745514471004667
436,0.5546299393356506,0.19842771607477488
437,0.6002883259506572,0.2582415405944818
438,0.5802986755916223,0.2507488154546978
439,0.6391899626782593,0.23252129134482075
440,0.5658549281269285,0.23272747586473078
441,0.6035243679144864,0.27118749079533394
442,0.5351537043683008,0.24398332241469498
443,0.4692006681516741,0.21588738059326296
444,0.5601331423360298,0.2197155059900158
445,0.6551576896917373,0.20007516085947458
446,0.6667425775892657,0.20384031364423522
447,0.5861719443396716,0.1716491206687285
448,0.5780447311889175,0.25837865837865837
449,0.5538054247165286,0.15391318920730684
450,0.5617516716500154,0.2622230347720544
451,0.5922170293277105,0.23644285997227174
452,0.5859543782132941,0.29429742370918843
453,0.6051276472663426,0.2524886877828054
454,0.577333066289552,0.2886085591967945
455,0.5181621965638785,0.31420591028434164
456,0.5665920096298428,0.24982758708248903
457,0.5526982774659442,0.24664543880230155
458,0.5918886468098604,0.24969757910934381
459,0.5705661497607281,0.2430265449873293
460,0.6131440440256241,0.32074592074592073
461,0.5819314382035952,0.2621549837236112
462,0.573333509555118,0.16650161748200965
463,0.6377249496497084,0.25786472060981863
464,0.5777173653352095,0.21462995972799895
465,0.4616814201578066,0.2959052566895704
466,0.5896855356142532,0.18819872937519996
467,0.5519032461069389,0.26283447852075303
468,0.5456812615582005,0.27980255039078566
469,0.6148693230745144,0.2602251778722367
470,0.6085710887151297,0.20236858276073963
471,0.545362029017628,0.15870520184245673
472,0.6853302480965505,0.2670861455175181
473,0.5409100567400258,0.2457526496742183
474,0.5515941802077858,0.22613566535135163
475,0.5472123577559782,0.20851856930288304
476,0.6495477369564532,0.2376484807857357
477,0.5222451197579526,0.12904205453225062
478,0.5742403739697379,0.18823123136848627
479,0.578633379727107,0.2782485488367841
480,0.5246871470269182,0.23287475052180934
481,0.6511327163537544,0.28682907506436917
482,0.5647843807854543,0.23060468942821885
483,0.49894317762444224,0.2755651030160834
484,0.6001764928950426,0.15355465159386728
485,0.6165630855350043,0.18085937301623575
486,0.5754064877405555,0.2916698406894485
487,0.5892087201316784,0.2146401166009009
488,0.6775680173727568,0.22304492892728187
489,0.5814464894078847,0.2990528716018912
490,0.5240842651907415,0.2570856884582375
491,0.5886454881970377,0.251162200181808
492,0.5928005945451902,0.2738150738150738
493,0.5792301615784321,0.25545754173205154
494,0.5917493638224132,0.24724774136538843
495,0.6478936243974994,0.2712271025996516
496,0.5914524978929636,0.24677849383731737
497,0.5056002944259355,0.3022421296931101
498,0.6117725640981325,0.23420936362112832
499,0.5740014578963796,0.28271858860094157
500,0.5639385162193514,0.25408331682841484
501,0.62952250335245,0.20691479907166183
502,0.55191951273321,0.2857514308494701
503,0.5744284568359989,0.24175388881271234
504,0.6225126040936998,0.252842146959794
505,0.6404302929314393,0.1798589210353916
506,0.5382474133522568,0.25989000106647164
507,0.6119931802169358,0.3078659902189314
508,0.5431751844482919,0.19756133481623678
509,0.6173510002450161,0.20497889909654615
510,0.6282313398921726,0.21683196977314625
511,0.5693237861792643,0.24808263631793043
512,0.5759554863772088,0.2513653376398474
513,0.5915124810773387,0.3533545611976985
514,0.6107457333147622,0.23798975171524192
515,0.5737147586083494,0.25835225050911326
516,0.5735327757269403,0.24347649445688663
517,0.5710155153114703,0.24643011309677976
518,0.5565961677861834,0.26622382700814073
519,0.5182313297255312,0.2077273489038195
520,0.591463681198525,0.19491953217443414
521,0.5483611882363826,0.23484315249021132
522,0.5677794733476412,0.23854431697568954
523,0.46758823882254025,0.2814337441788422
524,0.5962725025899519,0.20055456526044763
525,0.5958953201932882,0.24705679215483137
526,0.6120165634922007,0.25437075633154066
527,0.5240649485720443,0.2551213492389963
528,0.5905385168293499,0.24721016093565112
529,0.587503774365627,0.2600393070981306
530,0.6664528283088097,0.24406051464874995
531,0.5630072518653245,0.24709030983540786
532,0.5209305730224103,0.20603115112919035
533,0.5907174497183332,0.26831918988781733
534,0.6456010467574006,0.22962861394233944
535,0.6285353224706158,0.21414039845412394
536,0.612297162795379,0.225441950932147
537,0.5943255907581163,0.23961992981600824
538,0.6735186440953672,0.2265917089446501
539,0.6269279764621918,0.31238275159843787
540,0.600313742554206,0.21905632493867788
541,0.5704045001621579,0.2290496721869271
542,0.5679726395346119,0.2544956858682349
543,0.6056319126807502,0.32148127834402346
544,0.5994180614451474,0.2450548725058529
545,0.5738133750301186,0.25178583217798906
546,0.557055699978345,0.2362752715693892
547,0.5346514722821771,0.2344968031242541
548,0.5685592547445174,0.24401785578256166
549,0.5798909932707,0.2351224664950155
550,0.5705285331874759,0.25133791408301215
551,0.5716753303395963,0.28024234298744105
552,0.5777000820447963,0.23678717796364857
553,0.5350439046409702,0.3099786197825414
554,0.5752753380662438,0.2486818918191467
555,0.573435175969313,0.2594207535384006
556,0.5376902814024679,0.27743599900462645
557,0.5845249484297114,0.28188674071027015
558,0.6225847872477783,0.2806039276627512
559,0.6010752239965271,0.3256933335364708
560,0.5503497832980382,0.19970748206042324
561,0.5872384250245779,0.2847296494355318
562,0.6371881509827584,0.2431006901595137
563,0.5924284954692363,0.2479536440320754
564,0.6013619232845572,0.23760379054496703
565,0.5604991414271321,0.23113995663015272
566,0.6061412614158674,0.2283468165821107
567,0.5902081009832159,0.27268258248650407
568,0.5381345636325003,0.227889757301522
569,0.6030912689900153,0.17875893170010818
570,0.5673606077211575,0.25852491734844674
571,0.6235872180917418,0.29159569551726416
572,0.6780987160548552,0.186019064450437
573,0.575128938429803,0.2585462467815409
574,0.5477501730870702,0.24990884206570482
575,0.5731179767570244,0.2508585096820391
576,0.6339663423169166,0.20004570592805887
577,0.5089339361473919,0.28991676442656833
578,0.56376059999451,0.2551701022289258
579,0.5833771346134491,0.2631869220104514
580,0.5812299399456491,0.28727089903560493
581,0.5568737170969359,0.21280476966751477
582,0.5415393718438932,0.17166537166537166
583,0.551280030987923,0.25890580008227065
584,0.5538521912670583,0.2415588768529945
585,0.5574206824053054,0.3028657616892911
586,0.5869354591102766,0.2697066187262266
587,0.562998101888047,0.26315340432987494
588,0.5460960605281163,0.28899858311623017
589,0.6590464300346988,0.25734976715368874
590,0.5565595678770731,0.23459024635495224
591,0.6130505109245645,0.24896425288582152
592,0.6009979575217388,0.242782780037682
593,0.5480978722236173,0.3197434373904962
594,0.5859147283117581,0.25653010751049965
595,0.5542822401991035,0.22239488906155572
596,0.580304775576474,0.23058031293325412
597,0.6839587681690591,0.1461706049941344
598,0.5379108975212712,0.22990691225985344
599,0.5996549441902219,0.18233516664889213
600,0.5701025509119986,0.25464803896176447
601,0.5712778146600936,0.25150042404944367
602,0.5957570538699829,0.24589586158213608
603,0.46583245984939137,0.31021019648470627
604,0.5700090178109392,0.21277531473609904
605,0.5985874468411737,0.22191345328600232
606,0.5220743201821049,0.23448867762593253
607,0.5554453039774951,0.2709244277871729
608,0.5009551559613626,0.2930146106616695
609,0.5123885609017405,0.23755706892961795
610,0.5697324851643285,0.22210440249655936
611,0.6056298793524663,0.24465773877538582
612,0.5829531856662556,0.19741812290831898
613,0.5606943409423867,0.16628629177648785
614,0.5670230752260299,0.24486798604445664
615,0.6144524907763146,0.31504080523688366
616,0.26119118470855796,0.7794343637480893
617,0.2198526040327,0.7406787838160387
618,0.2583506250959477,0.7599605913331403
619,0.20424477612547262,0.7358857554935986
620,0.24155838346334774,0.7494004905769611
621,0.26116475144086726,0.8070072266150697
622,0.26367489520734355,0.6865690591180788
623,0.23543298200809468,0.7077116057508215
624,0.29263050663424184,0.7338686005352673
625,0.3560266325338625,0.6974623053054425
626,0.29976037226174224,0.7190162052907151
627,0.27298143876276043,0.7331058193803291
628,0.27981443846081117,0.7028586518782597
629,0.2682356505481345,0.7294422353245883
630,0.26031482021819646,0.7546678448639232
631,0.1742298006626617,0.6913986521829659
632,0.2615887003880607,0.7536440320754046
633,0.2502955950992722,0.7942359746281314
634,0.2592452895408643,0.7298759337975024
635,0.2720877909819857,0.7293101959768626
636,0.19216273946253035,0.7333516157045569
637,0.2544537514398506,0.8237731767143532
638,0.26480135907662494,0.7556418889752223
639,0.3127685899580016,0.7808603887035259
640,0.2562786635746521,0.7325878188623287
641,0.24756890187056035,0.7404614267359365
642,0.25518066630134534,0.7681104661496818
643,0.310511595562871,0.7617187460324715
644,0.3364863477255698,0.7602520935854269
645,0.3069563210584694,0.6924265277206454
646,0.262593164560308,0.7592587514156142
647,0.22169988277862443,0.6632275495020593
648,0.27305768857340673,0.762164632752868
649,0.31446133575434954,0.6870606517665341
650,0.30234778250300676,0.8505466936839486
651,0.2162281963666457,0.756356932827521
652,0.2606360860870529,0.7533068238950592
653,0.2651490582131721,0.7435877122151632
654,0.2982668926372166,0.7422866167964207
655,0.246813520413091,0.7313029744402293
656,0.28009097110742176,0.741329839369055
657,0.2694536141901914,0.6151875720503172
658,0.24503537482881918,0.76701860231272
659,0.19442786717079652,0.800881616567891
660,0.26015012062720044,0.7389856331032801
661,0.3209842528891053,0.7194458410144685
662,0.2385988741461292,0.7294066862694314
663,0.2089732810496854,0.8334496295280609
664,0.2139447687038244,0.6825702982565728
665,0.27319290490428616,0.7786725982804414
666,0.21568631437898597,0.7374316315492786
667,0.30428554435756483,0.7280934026032065
668,0.3980301115585563,0.7574924712179614
669,0.269832829915139,0.773171635916734
670,0.387123338643709,0.7732945340788479
671,0.30694615441704987,0.6520783501175658
672,0.29291008927327833,0.7629954649562493
673,0.2253436070633758,0.8656194930704735
674,0.20725816864221455,0.7410159919963841
675,0.26249353147439686,0.7308042719807426
676,0.28096530226949934,0.7339071966522946
677,0.254321585101397,0.7162108769951907
678,0.229196764161369,0.7894317737454992
679,0.26768766857562304,0.7199821239036925
680,0.2131314373902638,0.7921375646865843
681,0.27011444588245936,0.7403923600002031
682,0.2227999133802151,0.68214370959469
683,0.20568437255047484,0.8161616161616162
684,0.26458277628610555,0.7558216656255872
685,0.35962562359636807,0.7446084779418113
686,0.3679124530174083,0.6752492242688322
687,0.2626592477295348,0.723288186033284
688,0.3503221300333771,0.8470192117250941
689,0.24536579067495315,0.7693252281487576
690,0.29089607760807396,0.771543489190548
691,0.25974955495527186,0.7100923767590435
692,0.2510682598471547,0.850888980300745
693,0.28613910608788656,0.7538126361655774
694,0.24906034816680206,0.7526445957818507
695,0.2861807893177065,0.7188719776955071
696,0.32356047982480846,0.7004342063165593
697,0.32362452966575134,0.797676107480029
698,0.2724619233862236,0.7646002508747607
699,0.25660399610007634,0.7468775233481116
700,0.17189350646445894,0.7079279471436334
701,0.2919117250858827,0.7813083067985028
702,0.25596858101135717,0.7549735667382727
703,0.2370393113523768,0.8108241794516304
704,0.2942703858952084,0.6828618005088594
705,0.22390604396665748,0.707111334562315
